650 390 -240 1250.16
651 390 -210 1250.16
652 390 -180 1250.16
653 390 -150 1250.16
654 390 -120 1250.16
655 390 -90 1250.16
656 390 -60 1250.16
657 390 -30 1250.16
658 390 0 1250.16
659 390 30 1250.16
660 390 60 1250.16
661 390 90 1250.16
662 390 120 1250.16
663 390 150 1250.16
664 390 180 1250.16
665 390 210 1250.16
666 390 240 1250.16
667 420 -180 1250.16
668 420 -150 1250.16
669 420 -120 1250.16
670 420 -90 1250.16
671 420 -60 1250.16
672 420 -30 1250.16
673 420 0 1250.16
674 420 30 1250.16
675 420 60 1250.16
676 420 90 1250.16
677 420 120 1250.16
678 420 150 1250.16
679 420 180 1250.16
680 450 -60 1250.16
681 450 -30 1250.16
682 450 0 1250.16
683 450 30 1250.16
684 450 60 1250.16
